Data set,Ligand InChI,LogBIO,PubChem SID,AIC100%,BIC100%,r2a100%,AIC95%,BIC95%,r2a95%
Training set,"InChI=1S/C29H39NO3/c1-28-18-25(19-5-8-21(9-6-19)30(2)3)27-23-12-10-22(32)17-20(23)7-11-24(27)26(28)13-15-29(28,33)14-4-16-31/h5-6,8-9,17,24-26,31,33H,4,7,10-16,18H2,1-3H3/t24-,25+,26-,28+,29+/m0/s1",7.744727,160845660,7.715,7.579,7.669,7.658,7.597,8.079
Training set,"InChI=1S/C19H18N2O3/c1-11-9-19(2,3)20-16-6-5-13-14-8-12(21(22)23)4-7-17(14)24-10-15(13)18(11)16/h4-9,20H,10H2,1-3H3",8.167491,104020807,7.224,7.506,7.275,7.431,7.523,7.154
Training set,"InChI=1S/C18H17NO/c1-11-10-18(2,3)19-14-9-8-13-12-6-4-5-7-15(12)20-17(13)16(11)14/h4-10,19H,1-3H3",7.113509,103965706,6.858,7.391,7.034,7.165,7.41,7.268
Training set,"InChI=1S/C29H26FN5O4S/c1-29(2,27(37)33-28-34-31-16-40-28)23-19-4-3-5-21(30)24(19)39-25-20(23)10-11-22(32-25)17-6-8-18(9-7-17)26(36)35-12-14-38-15-13-35/h3-11,16,23H,12-15H2,1-2H3,(H,33,34,37)/t23-/m0/s1",7.346787,313068925,6.354,6.26,6.3,6.376,6.342,6.319
Training set,"InChI=1S/C55H76N2O8/c1-7-55(64)23-21-43-40-15-11-34-26-37(58)14-16-39(34)50(40)41(30-53(43,55)4)33-9-12-36(13-10-33)57(6)24-25-65-38-20-22-52(3)35(27-38)28-46(59)51-44-18-17-42(54(44,5)47(60)29-45(51)52)32(2)8-19-48(61)56-31-49(62)63/h1,9-10,12-13,26,32,35,38,40-47,51,59-60,64H,8,11,14-25,27-31H2,2-6H3,(H,56,61)(H,62,63)/t32-,35+,38?,40+,41-,42-,43+,44+,45+,46-,47+,51+,52+,53+,54-,55+/m1/s1",9,104039377,8.86,8.472,8.929,8.512,8.361,8.168
Training set,"InChI=1S/C26H27F2NO/c1-14-6-5-7-16(10-14)24-23-18(19-11-17(27)12-20(28)25(19)30-24)8-9-21-22(23)15(2)13-26(3,4)29-21/h8-13,16,24,29H,5-7H2,1-4H3/t16-,24-/m0/s1",8.431798,104099677,8.565,8.082,8.584,8.346,8.031,8.844
Training set,"InChI=1S/C24H34O4/c1-14-12-18-19(22(4)9-6-17(27)13-21(14)22)7-10-23(5)20(18)8-11-24(23,15(2)25)28-16(3)26/h13-14,18-20H,6-12H2,1-5H3/t14-,18+,19-,20-,22+,23-,24-/m0/s1",9.468521,103962116,9.275,8.444,9.341,9.154,8.379,8.63
Training set,"InChI=1S/C29H27F2N3O3/c1-15-23-22(14-21(30)24(25(23)31)20-7-5-6-18-12-13-32-26(18)20)34-29(3,4)27(15)37-28(36)33-19-10-8-17(9-11-19)16(2)35/h5-15,27,32,34H,1-4H3,(H,33,36)/t15-,27+/m0/s1",6.636388,125088831,6.752,6.696,6.569,6.583,6.55,6.707
Training set,"InChI=1S/C26H25NO4S/c1-14-12-26(2,3)27-17-6-5-16-23(22(14)17)20(11-21-15(13-28)9-10-32-21)31-19-8-7-18(29)25(30-4)24(16)19/h5-12,27-29H,13H2,1-4H3/b20-11-",5.853872,46518682,5.711,7.148,5.943,6.099,7.1,6.175
Training set,"InChI=1S/C16H16N2O2S/c1-10-9-16(2,3)17-13-5-4-11(8-12(10)13)14-6-7-15(21-14)18(19)20/h4-9,17H,1-3H3",8.585027,103985745,7.818,8.083,7.845,7.75,8.056,7.498
Training set,"InChI=1S/C26H22BrNO/c1-16-15-26(2,3)28-21-13-12-20-19-6-4-5-7-22(19)29-23(25(20)24(16)21)14-17-8-10-18(27)11-9-17/h4-15,28H,1-3H3/b23-14-",8.060481,103962125,8.502,8.638,8.286,8.301,8.616,8.731
Training set,"InChI=1S/C19H18BrNO/c1-10-9-19(2,3)21-17-8-16-14(7-13(10)17)12-5-4-11(20)6-15(12)18(16)22/h4-9,18,21-22H,1-3H3",5.730954,103965684,6.877,6.904,6.643,6.606,6.899,7.077
Training set,"InChI=1S/C25H22ClNO/c1-15-14-25(2,3)27-20-11-10-18-19-13-17(26)9-12-21(19)28-24(23(18)22(15)20)16-7-5-4-6-8-16/h4-14,24,27H,1-3H3",9.130768,103957956,8.894,8.232,8.744,8.832,8.206,8.601
Training set,"InChI=1S/C25H36O3/c1-15-12-19-20(23(4)9-6-18(28)13-22(15)23)7-10-24(5)21(19)8-11-25(24,17(3)27)14-16(2)26/h13,15,19-21H,6-12,14H2,1-5H3/t15-,19?,20-,21-,23+,24-,25-/m0/s1",9.468521,104020794,8.612,8.647,8.848,8.888,8.661,9.266
Training set,"InChI=1S/C20H25BrO3/c1-12-7-13(2)16(20(4,5)11-12)8-15-9-19(23-6)17(21)10-18(15)24-14(3)22/h7,9-10,16H,2,8,11H2,1,3-6H3",7.221849,103979802,7.201,7.425,7.281,7.317,7.283,7.357
Training set,"InChI=1S/C16H25NO/c1-3-9-17(10-4-2)15-7-5-13-6-8-16(18)12-14(13)11-15/h6,8,12,15,18H,3-5,7,9-11H2,1-2H3/p+1/t15-/m1/s1",5.922996,103989457,6.922,7.673,6.804,7.063,7.695,7.372
Training set,"InChI=1S/C21H22Cl2N2O3/c22-18-11-6-15(12-19(18)23)21(26)13-20(14-4-2-1-3-5-14)24-16-7-9-17(10-8-16)25(27)28/h6-12,14,20,24H,1-5,13H2",8.040959,104142740,8.141,7.96,8.066,8.401,8.009,8.241
Training set,"InChI=1S/C26H23NO2/c1-16-23-20(27-26(2,3)25(16)28)14-13-19-18-11-7-8-12-21(18)29-22(24(19)23)15-17-9-5-4-6-10-17/h4-16,27H,1-3H3/b22-15-",8.309804,103969233,7.895,7.541,7.789,7.958,7.55,7.721
Training set,"InChI=1S/C29H39NO3/c1-28-18-25(19-5-8-21(9-6-19)30(2)3)27-23-12-10-22(32)17-20(23)7-11-24(27)26(28)13-15-29(28,33)14-4-16-31/h5-6,8-9,17,24-26,31,33H,4,7,10-16,18H2,1-3H3/t24-,25+,26-,28+,29+/m0/s1",7.744727,160845660,7.62,7.36,7.515,7.485,7.369,7.642
Training set,"InChI=1S/C17H21NO3/c1-12-9-13(2)17(19,16(3,4)10-12)11-14-5-7-15(8-6-14)18(20)21/h5-9,19H,2,10-11H2,1,3-4H3",6.614394,163357117,6.639,7.23,7.024,7.178,7.175,7.512
Training set,"InChI=1S/C25H21ClFNO/c1-14-13-25(2,3)28-20-9-8-18-19-12-17(27)7-10-21(19)29-24(23(18)22(14)20)15-5-4-6-16(26)11-15/h4-13,24,28H,1-3H3",9.49485,103957955,8.824,8.521,8.921,8.874,8.476,8.721
Training set,"InChI=1S/C29H35NO2/c1-5-15-29(32)16-14-26-24-12-8-20-17-22(31)11-13-23(20)27(24)25(18-28(26,29)2)19-6-9-21(10-7-19)30(3)4/h6-7,9-10,17,24-26,32H,8,11-14,16,18H2,1-4H3/t24-,25+,26-,28-,29-/m0/s1",8.958607,46518693,9.058,8.951,9.188,9.073,8.998,9.069
Training set,"InChI=1S/C27H21FN2O/c1-16-14-27(2,3)30-22-10-9-20-21-13-19(28)8-11-23(21)31-24(26(20)25(16)22)12-17-6-4-5-7-18(17)15-29/h4-14,30H,1-3H3/b24-12-",7.943095,104024102,8.475,8.31,8.319,8.151,8.285,8.052
Training set,"InChI=1S/C24H27NO3/c1-7-8-17-21-15(9-10-16-20(21)14(2)13-24(3,4)25-16)22-18(28-17)11-12-19(26-5)23(22)27-6/h7,9-13,17,25H,1,8H2,2-6H3",6.21467,104016907,5.849,5.511,5.906,5.792,5.488,6.066
Training set,"InChI=1S/C26H22FNO/c1-16-15-26(2,3)28-21-12-11-20-19-9-4-5-10-22(19)29-23(25(20)24(16)21)14-17-7-6-8-18(27)13-17/h4-15,28H,1-3H3/b23-14-",9.080922,103962108,8.429,8.669,8.508,8.486,8.67,8.416
Training set,"InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1",8.455932,172097179,8.413,8.723,8.404,8.42,8.749,8.682
Training set,"InChI=1S/C24H30O6/c1-22-7-4-13(25)10-12(22)11-14(21(27)28-3)17-15-5-8-24(9-6-16(26)30-24)23(15,2)20-19(29-20)18(17)22/h10,14-15,17-20H,4-9,11H2,1-3H3/t14-,15?,17?,18?,19+,20+,22+,23-,24-/m1/s1",4.531298,104097732,5.647,7.034,5.402,5.2,6.984,6.31
Training set,"InChI=1S/C25H26N2O6/c1-16-6-5-7-17(12-16)22(28)15-21(26-19-8-10-20(11-9-19)27(29)30)18-13-23(31-2)25(33-4)24(14-18)32-3/h5-14,21,26H,15H2,1-4H3",6.761954,104142735,7.007,6.233,6.895,6.824,6.278,6.824
Training set,"InChI=1S/C22H21BrClNO2/c1-5-6-16-18-12(19-20(24)15(26)9-13(23)21(19)27-16)7-8-14-17(18)11(2)10-22(3,4)25-14/h5,7-10,16,25-26H,1,6H2,2-4H3",7.657577,104016885,7.044,7.371,7.12,7.184,7.369,7.427
Training set,"InChI=1S/C20H17BrFNO/c1-11-9-20(2,3)23-15-6-5-13-14-8-12(22)4-7-16(14)24-17(10-21)19(13)18(11)15/h4-10,23H,1-3H3/b17-10-",8.677781,104020788,7.725,8.253,7.899,7.787,8.249,8.318
Training set,"InChI=1S/C19H17BrFNO/c1-10-8-19(2,3)22-16-5-4-12-13-6-11(20)7-15(21)18(13)23-9-14(12)17(10)16/h4-8,22H,9H2,1-3H3",7.920819,104020813,7.727,7.545,7.582,7.614,7.554,8.003
Training set,"InChI=1S/C25H27NO2/c1-7-9-20-22-17(11-12-18-21(22)15(3)14-25(4,5)26-18)23-19(27-6)13-10-16(8-2)24(23)28-20/h7-8,10-14,20,26H,1-2,9H2,3-6H3",6.346787,104016910,5.592,6.101,5.708,5.537,6.083,5.743
Training set,"InChI=1S/C53H73NO7/c1-7-53(60)23-21-42-39-15-11-33-26-36(55)14-16-38(33)48(39)40(30-51(42,53)4)32-9-12-35(13-10-32)54(6)24-25-61-37-20-22-50(3)34(27-37)28-45(56)49-43-18-17-41(31(2)8-19-47(58)59)52(43,5)46(57)29-44(49)50/h1,9-10,12-13,26,31,34,37,39-46,49,56-57,60H,8,11,14-25,27-30H2,2-6H3,(H,58,59)/t31-,34+,37?,39+,40-,41-,42+,43+,44+,45-,46+,49+,50+,51+,52-,53+/m1/s1",9.091515,104039375,8.589,8.798,8.492,8.672,8.737,8.662
Training set,"InChI=1S/C27H24F3NO4S/c1-13-12-26(2,3)31-16-6-5-15-22(21(13)16)19(35-18-8-7-17(32)24(34-4)23(15)18)11-20-14(9-10-36-20)25(33)27(28,29)30/h5-12,25,31-33H,1-4H3/b19-11-",5.74958,46518694,6.142,7.271,5.482,6.425,7.224,6.466
Training set,"InChI=1S/C25H22ClNO/c1-15-14-25(2,3)27-20-11-10-18-19-13-17(26)9-12-21(19)28-24(23(18)22(15)20)16-7-5-4-6-8-16/h4-14,24,27H,1-3H3",7.275724,103957956,8.894,8.232,8.744,8.832,8.206,8.601
Training set,"InChI=1S/C26H22FNO2/c1-15-23-20(28-26(2,3)25(15)29)12-11-19-18-9-4-5-10-21(18)30-22(24(19)23)14-16-7-6-8-17(27)13-16/h4-15,28H,1-3H3/b22-14-",8.455932,103969244,8.102,7.789,8.043,8.256,7.783,8.11
Training set,"InChI=1S/C20H15N3O3S/c21-12-14-1-3-15(4-2-14)20(24)11-19(16-9-10-27-13-16)22-17-5-7-18(8-6-17)23(25)26/h1-10,13,19,22H,11H2",7.124939,104142731,7.404,7.715,7.648,7.428,7.9,6.963
Training set,"InChI=1S/C26H22FN5OS/c1-26(2,24(33)30-25-31-28-16-34-25)23(17-6-4-3-5-7-17)18-8-13-22-19(14-18)15-29-32(22)21-11-9-20(27)10-12-21/h3-16,23H,1-2H3,(H,30,31,33)/t23-/m0/s1",6.970616,175452560,6.769,6.355,6.805,6.81,6.37,6.655
Training set,"InChI=1S/C23H25NO2/c1-6-8-18-22-15(21-17(25-5)9-7-10-19(21)26-18)11-12-16-20(22)14(2)13-23(3,4)24-16/h6-7,9-13,18,24H,1,8H2,2-5H3",5.744727,104002693,6.174,6.098,6.031,6.094,6.078,5.871
Training set,"InChI=1S/C21H23FN2O3/c22-17-8-6-16(7-9-17)21(25)14-20(15-4-2-1-3-5-15)23-18-10-12-19(13-11-18)24(26)27/h6-13,15,20,23H,1-5,14H2",8.070581,104142727,8.318,7.713,8.305,8.198,7.776,8.224
Training set,"InChI=1S/C20H20ClNO/c1-11-7-13(21)8-15-14-5-6-17-18(16(14)10-23-19(11)15)12(2)9-20(3,4)22-17/h5-9,22H,10H2,1-4H3",6.688246,104020803,7.828,7.667,7.702,7.597,7.649,7.48
Training set,"InChI=1S/C19H23BrO3/c1-11-6-12(2)16(13(3)7-11)8-15-9-19(22-5)17(20)10-18(15)23-14(4)21/h6,9-10,13,16H,2,7-8H2,1,3-5H3/t13-,16-/m1/s1",7.677781,103979822,6.988,6.828,7.077,7.309,6.651,7.104
Training set,"InChI=1S/C26H24FNO2/c1-15-14-26(2,3)28-21-11-10-19-20-13-17(27)7-12-22(20)30-25(24(19)23(15)21)16-5-8-18(29-4)9-6-16/h5-14,25,28H,1-4H3",8.568636,103957958,8.252,8.09,8.154,8.427,8.109,8.462
Training set,"InChI=1S/C25H22FNO/c1-15-14-25(2,3)27-20-11-10-18-19-13-17(26)9-12-21(19)28-24(23(18)22(15)20)16-7-5-4-6-8-16/h4-14,24,27H,1-3H3",8.657577,103957964,8.642,8.355,8.628,8.669,8.346,8.533
Training set,"InChI=1S/C20H20ClNO2/c1-11-10-20(2,3)22-15-7-6-13-14-9-12(21)5-8-16(14)24-19(23-4)18(13)17(11)15/h5-10,19,22H,1-4H3",7.79588,103966334,7.621,6.904,7.403,7.623,6.914,7.42
Training set,"InChI=1S/C19H18FN/c1-11-10-19(2,3)21-18-8-13-6-12-7-14(20)4-5-15(12)17(13)9-16(11)18/h4-5,7-10,21H,6H2,1-3H3",8.455932,103965680,8.132,8.192,7.928,8.105,8.232,8.252
Training set,"InChI=1S/C25H27NO4/c1-7-8-18-21-15(9-11-17-20(21)14(2)13-25(3,4)26-17)22-19(30-18)12-10-16(23(22)28-5)24(27)29-6/h7,9-13,18,26H,1,8H2,2-6H3",6.69897,104016908,6.797,5.309,6.757,6.525,5.251,5.972
Training set,"InChI=1S/C22H23NO2/c1-5-7-17-21-14(20-16(24)8-6-9-18(20)25-17)10-11-15-19(21)13(2)12-22(3,4)23-15/h5-6,8-12,17,23-24H,1,7H2,2-4H3",6.481486,104016890,6.723,6.314,6.637,6.429,6.343,6.24
Training set,"InChI=1S/C17H16F2N2O3S/c1-9-16(12-5-4-10(18)8-15(12)24-2)13-6-11(19)7-14(17(13)20-9)21-25(3,22)23/h4-8,20-21H,1-3H3",7.677781,104005461,7.219,7.099,7.308,7.178,7.094,6.663
Training set,"InChI=1S/C26H21ClF3NO/c1-14-13-25(2,3)31-20-9-8-18-19-12-17(27)7-10-21(19)32-24(23(18)22(14)20)15-5-4-6-16(11-15)26(28,29)30/h4-13,24,31H,1-3H3",8.958607,103957951,8.114,8.39,8.195,8.15,8.442,8.06
Training set,"InChI=1S/C22H24ClNO2/c1-5-10-25-21-20-15(16-11-14(23)6-9-18(16)26-21)7-8-17-19(20)13(2)12-22(3,4)24-17/h6-9,11-12,21,24H,5,10H2,1-4H3",8.823909,103966328,8.444,8.155,8.269,8.578,8.179,8.33
Training set,"InChI=1S/C21H28O2/c1-4-16-19(23)12-18-15-6-5-13-11-14(22)7-9-20(13,2)17(15)8-10-21(16,18)3/h4,11,15,17-18H,5-10,12H2,1-3H3/t15-,17+,18+,20+,21-/m1/s1",6.649752,49700832,7.327,7.517,7.189,7.269,7.579,6.947
Training set,"InChI=1S/C21H23ClN2O/c1-11-10-15(14-7-5-6-13-8-9-23-19(13)14)17(22)16-12(2)20(25)21(3,4)24-18(11)16/h5-10,12,20,23-25H,1-4H3/t12-,20+/m0/s1",5.920819,125084156,6.366,6.424,6.188,6.396,6.418,6.425
Training set,"InChI=1S/C26H22F3NO2/c1-14-21-19(30-25(2,3)24(14)31)12-11-18-17-9-4-5-10-20(17)32-23(22(18)21)15-7-6-8-16(13-15)26(27,28)29/h4-14,23,30H,1-3H3/t14-,23-/m0/s1",7.769551,103969235,7.547,7.356,7.652,7.478,7.337,7.661
Training set,"InChI=1S/C25H22ClNO/c1-15-14-25(2,3)27-20-12-11-19-18-9-4-5-10-21(18)28-24(23(19)22(15)20)16-7-6-8-17(26)13-16/h4-14,24,27H,1-3H3",9.366532,103957929,8.607,8.303,8.597,8.502,8.292,8.365
Training set,"InChI=1S/C25H26FNO/c1-14(2)15(3)11-22-24-18(19-12-17(26)7-10-21(19)28-22)8-9-20-23(24)16(4)13-25(5,6)27-20/h7-14,27H,3H2,1-2,4-6H3/b22-11-",7.585027,104020793,7.948,8.21,7.929,8.26,8.132,8.405
Training set,"InChI=1S/C20H21FN2O2S/c1-20(13-6-7-13,14-8-10-15(21)11-9-14)17-12-22-19-16(17)4-3-5-18(19)23-26(2,24)25/h3-5,8-13,22-23H,6-7H2,1-2H3/t20-/m1/s1",6.863279,104097734,7.099,7.191,7.098,7.113,7.232,7.738
Training set,"InChI=1S/C23H26ClNO/c1-15-14-23(2,3)25-18-12-11-17-16-8-4-5-9-19(16)26-20(10-6-7-13-24)22(17)21(15)18/h4-5,8-9,11-12,14,20,25H,6-7,10,13H2,1-3H3",8.49485,103966323,8.342,7.899,8.399,8.013,8.026,7.602
Training set,"InChI=1S/C21H23ClN2/c1-12-10-16(15-7-5-6-14-8-9-23-20(14)15)18(22)17-13(2)11-21(3,4)24-19(12)17/h5-10,13,23-24H,11H2,1-4H3",7.886057,125084150,7.093,7.157,7.011,7.044,7.177,6.906
Training set,"InChI=1S/C26H21F2NO/c1-15-14-26(2,3)29-21-11-9-19-18-6-4-5-7-22(18)30-23(25(19)24(15)21)13-16-12-17(27)8-10-20(16)28/h4-14,29H,1-3H3/b23-13-",8.823909,103962109,8.349,8.238,8.559,8.378,8.273,8.083
Training set,"InChI=1S/C21H23ClN2O3/c22-17-8-6-16(7-9-17)21(25)14-20(15-4-2-1-3-5-15)23-18-10-12-19(13-11-18)24(26)27/h6-13,15,20,23H,1-5,14H2",8.173925,104142726,8.42,7.825,8.318,8.379,7.887,8.253
Training set,"InChI=1S/C25H27FN2OS/c1-16-11-12-30-23(16)25(3,29)21-6-4-5-18-13-20-22(17-7-9-19(26)10-8-17)27-15-28(20)14-24(18,21)2/h7-13,15,21,29H,4-6,14H2,1-3H3/t21-,24-,25-/m0/s1",6.879426,104158171,6.062,6.941,6.31,6.204,6.795,5.958
Training set,"InChI=1S/C30H31FN4O5/c1-30(2,28(37)33-29(38)34(3)4)24-20-6-5-7-22(31)25(20)40-26-21(24)12-13-23(32-26)18-8-10-19(11-9-18)27(36)35-14-16-39-17-15-35/h5-13,24H,14-17H2,1-4H3,(H,33,37,38)/t24-/m0/s1",4.973467,313068919,6.26,6.049,5.784,6.041,6.029,6.597
Training set,"InChI=1S/C21H23ClN2/c1-12-10-16(14-6-5-7-17-15(14)8-9-23-17)19(22)18-13(2)11-21(3,4)24-20(12)18/h5-10,13,23-24H,11H2,1-4H3",6.638272,160856431,7.1,7.225,7.214,7.296,7.252,6.889
Training set,"InChI=1S/C25H22ClNO/c1-15-14-25(2,3)27-20-13-12-19-18-6-4-5-7-21(18)28-24(23(19)22(15)20)16-8-10-17(26)11-9-16/h4-14,24,27H,1-3H3",9.154902,103957940,9.042,8.596,9.184,9.075,8.648,8.877
Training set,"InChI=1S/C23H26ClNO/c1-5-6-7-20-22-16(17-12-15(24)8-11-19(17)26-20)9-10-18-21(22)14(2)13-23(3,4)25-18/h8-13,20,25H,5-7H2,1-4H3",9.060481,103966316,8.501,8.839,8.492,8.501,8.868,8.51
Training set,"InChI=1S/C19H17FN2O2/c1-10-9-19(2,3)21-17-5-11-4-12-6-18(22(23)24)16(20)8-15(12)14(11)7-13(10)17/h5-9,21H,4H2,1-3H3",8.721246,103965687,7.814,7.658,7.882,7.661,7.641,7.208
Training set,"InChI=1S/C20H20BrNO2/c1-11-9-20(2,3)22-16-6-5-13-14-7-12(21)8-17(23-4)19(14)24-10-15(13)18(11)16/h5-9,22H,10H2,1-4H3",6.322393,104020811,6.417,6.863,6.459,6.265,6.876,7.216
Training set,"InChI=1S/C24H23F2N3O/c1-29(13-15-6-4-3-5-7-15)14-21-23(18-9-8-16(25)12-22(18)30-2)19-10-17(26)11-20(27)24(19)28-21/h3-12,28H,13-14,27H2,1-2H3",5.377786,104005465,5.609,5.911,5.711,4.881,5.941,5.301
Training set,"InChI=1S/C25H20FN5OS/c1-16(24(32)29-25-30-27-15-33-25)23(17-5-3-2-4-6-17)18-7-12-22-19(13-18)14-28-31(22)21-10-8-20(26)9-11-21/h2-16,23H,1H3,(H,29,30,32)/t16?,23-/m0/s1",7.657577,175452537,7.255,6.476,7.119,7.179,6.568,6.7
Training set,"InChI=1S/C25H23NO/c1-16-15-25(2,3)26-20-14-13-19-18-11-7-8-12-21(18)27-24(23(19)22(16)20)17-9-5-4-6-10-17/h4-15,24,26H,1-3H3",8.443698,103957933,8.42,8.052,8.524,8.49,8.076,8.239
Training set,"InChI=1S/C23H23NO2/c1-17-8-10-19(11-9-17)23(25)16-22(18-6-4-3-5-7-18)24-20-12-14-21(26-2)15-13-20/h3-15,22,24H,16H2,1-2H3",5.95117,104142733,5.816,5.834,5.948,5.685,5.897,6.056
Training set,"InChI=1S/C22H16ClF3N2O3/c23-17-7-3-15(4-8-17)21(29)13-20(14-1-5-16(6-2-14)22(24,25)26)27-18-9-11-19(12-10-18)28(30)31/h1-12,20,27H,13H2",7.09691,104142723,7.434,7.211,7.186,7.57,7.327,7.109
Training set,"InChI=1S/C22H25ClN2/c1-13-11-17(16-8-6-7-15-9-10-25(5)21(15)16)19(23)18-14(2)12-22(3,4)24-20(13)18/h6-11,14,24H,12H2,1-5H3",6.187087,160856434,6.766,7.176,6.607,6.648,7.128,6.8
Training set,"InChI=1S/C17H23BrO2/c1-10-5-11(2)14(12(3)6-10)7-13-8-17(20-4)15(18)9-16(13)19/h8-10,12,14,19H,2,5-7H2,1,3-4H3/t10-,12+,14+/m0/s1",7.075721,103979819,7.043,6.653,7.209,7.312,6.568,6.883
Training set,"InChI=1S/C24H25FN2OS/c1-23-14-27-15-26-22(16-8-10-18(25)11-9-16)19(27)13-17(23)5-3-6-20(23)24(2,28)21-7-4-12-29-21/h4,7-13,15,20,28H,3,5-6,14H2,1-2H3/t20-,23-,24-/m0/s1",6.638272,104158185,6.869,7.221,6.963,6.98,7.172,6.637
Training set,"InChI=1S/C24H29NO2/c1-6-7-8-21-23-17(18-13-16(26-5)9-12-20(18)27-21)10-11-19-22(23)15(2)14-24(3,4)25-19/h9-14,21,25H,6-8H2,1-5H3",8.455932,103966311,7.857,7.88,8.096,7.942,7.898,8.07
Training set,"InChI=1S/C19H19F2NO/c1-10-8-19(2,3)22-16-5-4-12-13-6-11(20)7-15(21)18(13)23-9-14(12)17(10)16/h4-7,10,22H,8-9H2,1-3H3",7.346787,104020815,7.644,7.583,7.427,7.799,7.63,7.898
Training set,"InChI=1S/C26H22ClNO/c1-16-15-26(2,3)28-21-13-12-19-18-9-5-7-11-22(18)29-23(25(19)24(16)21)14-17-8-4-6-10-20(17)27/h4-15,28H,1-3H3/b23-14-",8.886057,103962107,8.474,8.711,8.483,8.501,8.718,8.513
Training set,"InChI=1S/C17H22Br2O2/c1-10-5-6-16(19)17(2,3)12(10)7-11-8-15(21-4)13(18)9-14(11)20/h8-9,12,16,20H,1,5-7H2,2-4H3/t12-,16+/m0/s1",6.309804,103979818,5.903,6.706,6.145,6.204,6.659,6.071
Training set,"InChI=1S/C22H23F2N3O2/c1-5-29-27-20-17-15(26-22(3,4)21(20)28)9-14(23)16(18(17)24)13-8-6-7-12-11(2)10-25-19(12)13/h6-10,21,25-26,28H,5H2,1-4H3/b27-20-",7.568636,131343596,5.565,5.406,5.825,5.892,5.281,5.255
Training set,"InChI=1S/C29H39NO3/c1-28-18-25(19-5-8-21(9-6-19)30(2)3)27-23-12-10-22(32)17-20(23)7-11-24(27)26(28)13-15-29(28,33)14-4-16-31/h5-6,8-9,17,24-26,31,33H,4,7,10-16,18H2,1-3H3/t24-,25+,26-,28+,29+/m0/s1",7.744727,160845660,7.907,7.599,7.881,7.72,7.679,8.134
Training set,"InChI=1S/C19H19FN2O3/c1-10-8-19(2,3)21-15-5-4-12-13-6-11(20)7-16(22(23)24)18(13)25-9-14(12)17(10)15/h4-7,10,21H,8-9H2,1-3H3",6.431798,104020817,7.277,7.768,7.02,7.42,7.75,7.644
Training set,"InChI=1S/C22H20N2O3/c1-16-7-9-18(10-8-16)22(25)15-21(17-5-3-2-4-6-17)23-19-11-13-20(14-12-19)24(26)27/h2-14,21,23H,15H2,1H3",7.180456,104142732,7.103,6.912,6.875,7.072,6.972,7.025
Training set,"InChI=1S/C22H20N2OS/c1-21-13-22(2,19(25)24-20-23-11-12-26-20)18(14-7-3-5-9-16(14)21)15-8-4-6-10-17(15)21/h3-12,18H,13H2,1-2H3,(H,23,24,25)",7.508638,104103517,7.059,7.017,7.123,7.183,7.05,6.745
Training set,"InChI=1S/C13H8N2O3S/c16-13-14-11-5-4-9(7-12(11)19-13)8-2-1-3-10(6-8)15(17)18/h1-7H,(H,14,16)",6.478862,104001283,6.865,6.205,,6.934,6.055,6.239
Training set,"InChI=1S/C27H27NO4S/c1-15-13-27(2,3)28-18-7-6-17-24(23(15)18)21(12-22-16(14-30-4)10-11-33-22)32-20-9-8-19(29)26(31-5)25(17)20/h6-13,28-29H,14H2,1-5H3/b21-12-",6.721246,46518683,6.57,6.421,7.008,6.661,6.321,6.432
Training set,"InChI=1S/C23H21NO2S/c1-27(25,26)24-20-10-6-7-17(15-20)16-23-21-11-4-2-8-18(21)13-14-19-9-3-5-12-22(19)23/h2-12,15-16,24H,13-14H2,1H3",7.004365,194946061,7.36,8.074,7.188,6.917,8.017,7.545
Training set,"InChI=1S/C30H31NO3S/c1-7-8-17(2)19-13-14-35-25(19)15-24-27-20(28-23(34-24)12-11-22(32)29(28)33-6)9-10-21-26(27)18(3)16-30(4,5)31-21/h8-16,31-32H,7H2,1-6H3/b17-8+,24-15-",7.244125,46518692,6.357,7.257,6.166,6.399,7.116,6.752
Training set,"InChI=1S/C23H21NO3S/c1-16(17-9-7-10-19(14-17)24-28(2,25)26)23-20-11-4-3-8-18(20)15-27-22-13-6-5-12-21(22)23/h3-14,24H,15H2,1-2H3/b23-16+",8.207608,194946062,8.223,7.723,8.331,8.202,7.635,7.976
Training set,"InChI=1S/C27H26N4O3S/c1-16(2)33-18-11-9-17(10-12-18)21-14-13-20-23(19-7-5-6-8-22(19)34-24(20)29-21)27(3,4)25(32)30-26-31-28-15-35-26/h5-16,23H,1-4H3,(H,30,31,32)/t23-/m1/s1",6.508638,136959763,6.497,6.172,6.832,6.89,6.199,6.263
Training set,"InChI=1S/C20H28N2O4/c1-11-17-12(2)20(3)10-16(26-19(24)21(4)5)15(25-7)9-13(20)8-14(17)22(6)18(11)23/h8-9,12,15-16H,10H2,1-7H3/t12-,15?,16?,20+/m1/s1",7.60206,136352727,7.254,6.109,7.127,7.513,6.098,6.724
